ID;Link;Aussagen;Aussagennummer
26;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D ist notwendig, damit das Kalzium aus der Nahrung im Darm aufgenommen werden kann, deshalb ist im Winter ein Vitamin D Supplement relevant.;772
;#NV;Vitamin D gehört zu den Zutaten für starken Knochen bei Kindern.;773
;#NV;Der Aufbau von Knochenmasse durch Bewegung ist für starke Knochen bei Kindern genauso wichtig wie Kalzium und Vitamin D.;774
85;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Grundlegend brauchen Kinder keine Nahrungsergänzungsmittel, mit Ausnahme von Vitamin D. ;775
;#NV;Es wird empfohlen, die ersten zwei Lebensjahre Vitamin D zu substituieren.;776
;#NV;Es wird empfohlen im Zweifel nach den ersten zwei Lebensjahren Vitamin D in den Wintermonaten zu supplementieren.;777
;#NV;Vitamin D wird nicht als Immunbooster angesehen. ;778
;#NV;Nach den ersten zwei Lebensjahren ist es wichtig, dass, falls Vitamin D Mangelzustände herrschen, diese ausgeglichen werden. ;779
84;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Not all baby vitamin D drops are the same.;780
;#NV;Some vitamin D drops for babies might be a waste of money. ;781
;#NV;Vitamin D supplements containing 400 IU per drop are recommended for babies.;782
;#NV;"Vitamin D supplements without sugar are recommended for babies.
";783
;#NV;Vitamin D supplements without artificial flavors are recommended for babies.;784
;#NV;Vitamin D supplements without preservatives are recommended for babies.;785
;#NV;It is recommended to make sure it is vitamin D3, not D2.;786
;#NV;D3 is absorbed way better than D2.;787
;#NV;Vitamin D supplements that require only one drop should be chosen.;788
;#NV;Vitamin D supplements that require only one drop are easier and safer to use, and nothing spills.;789
;#NV;Babies should be on vitamin D supplements.;790
32;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kaum sind die Babys auf der Welt, bekommen Sie zum ersten Lebensjahr Vitamin D in Form von Tabletten oder Tropfen zur Prophylaxe der Rachitis. ;791
;#NV;Es macht keinen Sinn, nachdem ersten Lebensjahr Vitamin D abzusetzen, denn Kinder können selber nicht genug Vitamin D produzieren.;792
;#NV;Die Empfehlung ist, mit den Kindern nicht in die pralle Sonne zu gehen.;793
;#NV;Wenn Kinder in die pralle Sonne gehen, dann soll man sie eincremen.;794
;#NV;Kleine Kinder sollten im Sommer nicht ungeschützt in die pralle heiße Mittagssonne geschickt werden, weil das sehr ungesund für die Haut ist. ;795
;#NV;Wenn das Kind im Winter auf die Welt gekommen ist, dann sollen die Vitamin D Tropfen auf jeden Fall noch in dem Winter nach dem ersten Lebensjahr weitergegeben werden, weil im Winter auf keinen Fall genug Vitamin D gebildet wird. ;796
;#NV;Menschen sind nicht mehr so viel draußen.;797
;#NV;Wenn man dick eingepackt ist, kommt viel zu wenig Sonne auf der Haut an.;798
;#NV;Es ist gerade bei Winterkindern empfehlenswert das Vitamin D nach dem ersten Geburtstag weiter zu geben.;799
;#NV;Es ist empfehlenswert, jeden Winter die Kinder mit Vitamin D zu versorgen.;800
57;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;One of the most critical and important outcome markers for a child, as soon as they're born, may be their vitamin D level.;801
;#NV;Newborns who were given 2,000 IU of vitamin D daily for the first 11 months of their lives had a 78% reduction in type 1 diabetes after 7 years.;802
;#NV;It can be assumed that newborns who were given 2,000 IU of vitamin D daily for the first 11 months of their lives had a reduction in other autoimmune diseases besides type 1 diabetes as far as helping with prevention after 7 years. ;803
;#NV;If a child is given vitamin D every day and is consistent with that, there will probably be a 78% reduction in type 1 diabetes.;804
78;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Der Nährstoffbedarf bei Kindern sollte grundsätzlich über eine ausgewogene Ernährung gedeckt werden.;805
;#NV;Vitamin D wird, vor allem für gestillte Säuglinge, empfohlen, denn die Muttermilch enthält nur ganz geringe Mengen.;806
;#NV;Viele Kinder haben einen Vitamin-D-Mangel, gerade in Regionen, wo die Sonne viel zu wenig scheint (Standort des Kontos: Deutschland);807
;#NV;Kinder, die einen Vitamin-D-Mangel haben, sollten Vitamin D substituieren, vor allem in den Wintermonaten. ;808
64;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D is recommended to support healthy bone development. ;809
;#NV;Vitamin D supplements are recommended for children of breastfeeding mothers.;810
;#NV;Vitamin D supplements that are certified organic are a good choice.;811
;#NV;Vitamin D supplements that contain only two ingredients are a good choice.;812
;#NV;Vitamin D supplements that contain no harmful fillers are a good choice.;813
;#NV;Vitamin D supplements that are free of artificial colors are a good choice.;814
;#NV;Vitamin D supplements that are free of parabens are a good choice.;815
;#NV;Vitamin D supplements that are easy to use are a good choice.;816
;#NV;Vitamin D is recommended to be supplemented during the first year of life, but this may change once solids are introduced. ;817
40;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Es kann darüber nahgedacht werden Vitamin D für die Optimierung des Immunsystems von Kindern zu geben.;818
;#NV;Geeignet ist Kinder täglich 3000 Einheiten Vitamin D zu geben. ;819
;#NV;Wenn die Kinder schon bei 50, 60 Kilo sind, da kann man schon auf Erwachsenendosis gehen, also zweimal 3000 Einheiten Vitamin D am Tag. ;820
;#NV;Die Gabe von Vitamin D Supplementen ist ganz wichtig für das Immunsystem, um gesund durch den Winter zu kommen. ;821
56;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D ist ein fettlösliches Vitamin.;822
;#NV;Vitamin D Präparate sollten täglich eingenommen werden.;823
;#NV;Wenn man Vitamin D Präparate nur einmal in der Woche einnimmt, ist der Vorrat auch da. ;824
;#NV;Die tägliche Einnahme ist wie duschen. Die Körperzellen werden dann jeden Tag frisch geduscht damit. ;825
;#NV;Wenn man Vitamin D Präparate nur einmal in der Woche einnimmt, bekommen die Zellen auch etwas ab, aber es ist nicht so viel, als wenn man das jeden Tag einnimmt. ;826
;#NV;Wenn man die Vitamin D Dosis aber zum Beispiel auch für die Kinder ausrechnen will, dann kann man es anteilmäßig nehmen. ;827
;#NV;Wenn jemand mit 70 Kilogramm 4000 Einheiten Vitamin D braucht und ein Kind wiegt 20 Kilogramm, dann gebe ich dem ein Drittel, dann gebe ich dem 1000 Einheiten Vitamin D nach dem Dreisatz.;828
;#NV;Für Kinder ist eine tägliche Supplementierung von Vitamin D mit 1000 Einheiten geeignet.;829
;#NV;Ein Kleinkind bekommt 400 Einheiten Vitamin D pro Tag.;830
;#NV;Ein Säugling bekommt 400 Einheiten Vitamin D pro Tag.;831
;#NV;Für ein Säugling mit 4 Kilogramm sind täglich 400 Einheiten Vitamin D okay, denn wenn man die Spigel misst, haben die erstaunlicherweise einen Wert von 30 bis 40 Nanogramm.;832
;#NV;für ein Säugling ist 400 Einheiten Vitamin D pro Tag genau die richtige Dosis.;833
93;https://www.instagram.com/reel/DPbyvDoCKjA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Jedes Baby in Deutschland bekommt Vitamin D, weil diese im ersten Lebensjahr nicht in die direkte Sonne dürfen.;834
;#NV;Der Körper von Babys kann kein eigenes Vitamin D bilden.;835
;#NV;Die körpereigene Vitamin D Bildung ist super wichtig für starke Knochen.;836
;#NV;Die körpereigene Vitamin D Bildung ist super wichtig für ein stabiles Immunsystem.;837
;#NV;Kinderärzte empfehlen für Babys täglich 500 IE Vitamin D.;838
;#NV;Viele Eltern hören später irgendwann mal auf Babys täglich 500 IE Vitamin D zu geben.;839
;#NV;Man kann Babys das Vitamin D wirklich das ganze Jahr weitergeben.;840
;#NV;Man kann Babys das Vitamin D gerade im Winter weitergeben, wo eben die Sonne einfach nicht reicht.;841
;#NV;Es kann Sinnvoll sein im Sommer zu supplementieren, wenn das Kind sehr viel eingecremt ist.;842
;#NV;Es kann Sinnvoll sein im Sommer zu supplementieren, wenn das Kind kaum draußen ist.;843
;#NV;Vitamin D sollte nicht überdosiert werden.;844
;#NV;Viel hilft viel, stimmt bei Vitamin D nicht.;845
;#NV;Wenn ein Kind zu viel Vitamin D bekommt, dann steigt der Calcium-Spiegel.;846
;#NV;Wenn der Calcium-Spiegel durch zu viel Vitamin D steigt kann das auf das Herz gehen.;847
;#NV;Wenn der Calcium-Spiegel durch zu viel Vitamin D steigt kann das auf die Niere gehen. ;848
53;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;If the baby is exclusively breastfed, either the mother can take 6,400 IU of vitamin D, or the infant can be supplemented with 400 IU of vitamin D.;849
;#NV;If the baby is exclusively breastfed and the mother doesn't take 6,400 IUs of vitamin D and the infant is not supplemented with 400 IUs of vitamin D, the baby can develop rickets.;850
;#NV;Rickets is like baby osteoporosis.;851
;#NV;When doing half and half, let's say breast milk and then half formula, it is recommended to supplement with vitamin D because it is not known how much the infant is receiving.;852
;#NV;If a baby is strictly formula-fed, there is no need to supplement with vitamin D, as the vitamin D is already in the formula itself.;853
8;https://www.instagram.com/reel/C5tKOAexRHV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D3 ist essenziell ab Geburt.;854
;#NV; In Deutschland reicht die Sonneneinstrahlung nicht aus, um ausreichend Vitamin D3 zu produzieren.;855
;#NV;Vitamin D3 ist unerlässlich für Knochenbildung.;856
;#NV;Vitamin D3 ist unerlässlich für Wachstum.;857
;#NV;Vitamin D3 ist unerlässlich für viele Stoffwechselprozesse.;858
;#NV;Die kontinuierliche Supplementation von Vitamin D3 ist empfehlenswert. ;859
;#NV;Die kontinuierliche Supplementation von Vitamin D3 sollte jahreszeit- und standortabhängig angepasst werden. ;860
;#NV;Es ist empfehlenswert regelmäßig mit einem Arzt zu sprechen, um die Vitamin D Dosis individuell anzupassen, besonders wenn viel Zeit im sonnenreichen Ausland verbracht wird.;861
33;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Empfehlenswert ist die Gabe von 500 Einheiten Vitamin D pro Tag von O bis O auch nach dem ersten Geburtstag. ;862
;#NV;Es gibt besonders aus den letzten zwei bis drei Jahren wissenschaftlich sehr hochwertige, nämlich prospektiv randomisierte Doppelblindstudien zu dem Thema: Ist Vitamin D bei sonst gesunden und ausgewogen ernährten Kindern über die ersten 12 bis 18 Lebensmonate hinaus sinnvoll?;863
;#NV;Die Gabe von Vitamin D bei gesunden Kindern hat keinen nachweisbaren Effekt auf Infektanfälligkeit.;864
;#NV;Die Gabe von Vitamin D bei gesunden Kindern hat keinen nachweisbaren Effekt auf Verringerung des Risikos für Autoimmunerkrankungen.;865
;#NV;Die Gabe von Vitamin D bei gesunden Kindern hat keinen nachweisbaren Effekt auf Wachstum.;866
;#NV;Die Gabe von Vitamin D bei gesunden Kindern hat keinen nachweisbaren Effekt auf Knochengesundheit. ;867
;#NV;Die Gabe von Vitamin D bei gesunden Kindern hat möglicherweise leicht positive Effekte auf Body Mass Index, aber das ist in diesem Zusammenhang eher unwichtig. ;868
;#NV;Es wird nichts falsch gemacht, wenn Eltern ihren gesunden und ausgewogen ernährten Kindern auch im Kleinkindalter zusätzlich Vitamin D Präparate geben. ;869
;#NV;Wenn Eltern ihren gesunden und ausgewogen ernährten Kindern auch im Kleinkindalter zusätzlich Vitamin D Präparate geben, scheint das nicht zu helfen. ;870
;#NV;Die Vitamin D Verstoffwechslung im Darm mit künstlich hergestellten Vitamin D Präparaten funktioniert nicht so gut, wie mit Vitamin D, das an natürliche Nahrungsmittel gebunden ist. ;871
100;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;It is recommended that both the mother and the baby take a vitamin D supplement while breastfeeding.;872
;#NV;In the UK, especially in autumn and winter, people get very little sunlight for their bodies to be able to create vitamin D.;873
;#NV;Vitamin D is important to keep the bones healthy.;874
;#NV;Vitamin D is important to keep the teeth healthy.;875
;#NV;Vitamin D is important to keep the muscles healthy.;876
;#NV;Vitamin D is important whilst babies are growing.;877
;#NV;For breastfeeding mums, it's recommended they have 10 micrograms or 400 IUs of vitamin D a day, which can either be on its own or within a breastfeeding multivitamin. ;878
;#NV;For babies having breast milk it's recommended that they have 8.5 to 10 micrograms of vitamin D a day in a liquid form. ;879
;#NV;To give the baby the vitamin D supplements, it is suitable to put them directly into the mouth.;880
;#NV;To give the baby the vitamin D supplements, it is suitable to pop it on the mother's nipple before they latch for a breastfeed.;881
;#NV;To give the baby the vitamin D supplements, it is suitable to put it into their express breast milk bottle. ;882
;#NV;If a baby is exclusively formula feeding and they're having over 500 mls of first-stage formula milk in 24 hours, they don't need any extra vitamins because they get it all included in their formula milk.;883
;#NV;If a baby is having a combination of formula milk and breast milk, as long as they're having over 500 mls of first-stage formula milk in 24 hours, they don't need any extra vitamins because they get it all included in their formula milk.;884
45;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin-D als Nahrungsergänzungsmittel kann total wichtig sein. ;885
;#NV;Da Babys im ersten Jahr möglichst wenig in die direkte Sonne sollen, gibt man ihnen Vitamin D, denn damit der Körper genügend davon produziert, braucht er Sonnenlicht. ;886
;#NV;Vitamin D ist sehr wichtig für die Knochen.;887
;#NV;Vitamin D ist sehr wichtig für die Zähne.;888
;#NV;Vitamin D ist sehr wichtig für die Muskeln.;889
;#NV;Vitamin D ist sehr wichtig für das Immunsystem.;890
;#NV;Vitamin D ist sehr wichtig für Stoffwechselvorgänge. ;891
;#NV;In unseren Breitengraden kann der Körper Vitamin D nicht das ganze Jahr über ausreichend bilden, denn dafür steht die Sonne im Winter zu tief. (Standort der Kontos: Deutschland);892
;#NV;Babys könnte nicht genug Vitamin D bekommen, damit die Vitamin D Reserven bis zum Frühjahr ausreichen.;893
;#NV;Es sollten bei Babys abchecken werden, ob diese Vitamin D supplementieren sollen. ;894
;#NV;Vitamin D ist nicht wie zum Beispiel Vitamin C, welches man sich fröhlich einschmeißen kann und alles, was zu viel ist, pinkelt man wieder aus.;895
;#NV;Bei Vitamin D gibt es eine gefährliche Überdosis, weswegen viel hilft viel keine gute Pauschalregel ist. ;896
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es zu Übelkeit kommen.;897
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es zu Appetitlosigkeit kommen.;898
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es zu Bauchkrämpfen kommen.;899
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es zu erbrechen kommen.;900
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es in schweren Fällen zu Nierenschädigungen kommen.;901
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es in schweren Fällen zu Herzrhythmusstörungen kommen.;902
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es in schweren Fällen zu Bewusstlosigkeit kommen.;903
;#NV;Bei einer akuten Vitamin D-Vergiftung kann es in schweren Fällen zum Tod kommen. Deshalb immer ärztlich via Blutbild checken lassen und bezüglich Dosierung beraten lassen. ;904
;#NV;Um die Gefahr einer Überdosierung und damit einhergehenden Nebenwirkungen zu verringern sollte Vitamin D immer ärztlich via Blutbild gecheckt werden und bezüglich Dosierung beraten werden. ;905
42;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D is really important for bone health because it makes sure a body can absorb enough calcium and phosphorus to help build strong bones. ;906
;#NV;A deficiency of vitamin D can mean an increased risk of broken bones for older kids.;907
;#NV;A deficiency of vitamin D puts older kids at an increased risk of something called rickets. ;908
;#NV;Rickets is a bone softening disease.;909
;#NV;Rickets affects children, especially in their first two years of life. ;910
;#NV;Breast milk alone does not provide babies with enough vitamin D to meet their daily needs.;911
;#NV;Because breast milk alone does not provide babies with enough vitamin D to meet their daily needs, it is recommended to give breastfed babies 400 IUs of vitamin D daily.;912
;#NV;Most infant formulas are fortified with vitamin D.;913
;#NV;If a baby is taking in less than 32 ounces a day, then they should still be supplemented with 400 IU of vitamin D daily.;914
;#NV;It is fiction that if a baby is taken outside in the sun, that is enough vitamin D. ;915
;#NV;There are many factors in flux that will affect how much vitamin D a baby absorbs from sunlight alone.;916
;#NV;Vitamin D supplements will provide babies with enough vitamin D every single day with just one drop to help prevent vitamin D deficiency.;917
66;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;If a child is dealing with eczema, the doctor should be asked for a vitamin D blood test.;918
;#NV;When having a vitamin D blood test, there shouldn't be a finger poke.;919
;#NV;The optimum vitamin D level for children with chronic issues like eczema is between 60 and 80. ;920
;#NV;Children with eczema versus controls show that children with low vitamin D levels have more severe eczema .;921
;#NV;Children with eczema versus controls show that children with low vitamin D levels have higher total IgE levels.;922
;#NV;Vitamin K2 is important for the absorption of vitamin D3.;923
;#NV;If a child is dealing with low vitamin D, vitamin D products are suitable, which are organic and contain vitamin K2, vitamin D, and organic MCT oil.;924
;#NV;If a child is dealing with vitamin D deficiency, vitamin D products are suitable, which are organic and contain vitamin K2, vitamin D, and organic MCT oil.;925
60;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Ein Nährstoff, dass Kinder brauchen ist Vitamin D, weil diese es zu wenig in den deutschen Breitengraden aus der Sonne bekommen. ;926
;#NV;Vitamin D ist mit der wichtigste Nährstoff für Kinder.;927
;#NV;Vitamin D ist ein Hormon. ;928
44;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D deficiency is a growing problem among Indian children.;929
;#NV;Poor bone health is a sign of low vitamin D. ;930
;#NV;Low immunity is a sign of low vitamin D. ;931
;#NV;Frequent illnesses are a sign of low vitamin D. ;932
;#NV;If poor bone health, low immunity, and frequent illnesses are signs of low vitamin D, they can be fixed with simple lifestyle changes.;933
;#NV;It is recommended that children enjoy 20-30 minutes of daily sunlight with adequate skin exposure without applying any sunscreen, best between 10 am and 3 pm.;934
;#NV;If a child has signs of vitamin D deficiency, it is recommended that they eat vitamin D rich foods like fatty fish.;935
;#NV;If a child has signs of vitamin D deficiency, it is recommended that they eat vitamin D rich foods like eggs.;936
;#NV;If a child has signs of vitamin D deficiency, it is recommended that they eat vitamin D rich foods like fortified milk. ;937
;#NV;For vegetarians, fortified plant milk is a great option if there is a sign of a vitamin D deficiency. ;938
;#NV;For vegetarians, sun-exposed mushrooms are a great option if there is a sign of a vitamin D deficiency. ;939
;#NV;For kids with low vitamin D levels, the paediatrician should be consulted for the right dosage of supplements. ;940
;#NV;The three signs of low vitamin D (poor bone health, low immunity, and frequent illnesses) can be fixed with daily sunlight, diet, and supplements.;941
;#NV;The power of vitamin D is strong bones. ;942
;#NV;The power of vitamin D is better immunity.;943
;#NV;The power of vitamin D is a stronger child.;944
49;https://www.instagram.com/reel/DDW28MNtSih/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D is a fat-soluble vitamin.;945
;#NV;When taking a fat-soluble vitamin, the body uses what it needs and stores the rest in the fat cells. ;946
;#NV;With fat-soluble vitamins, it is necessary to be more careful because too much can cause harm.;947
;#NV;One option for supplementing vitamin D is to take a small amount each day.;948
;#NV;For example, a safe amount for children over 12 months is 1,000 IUs vitamin D per day.;949
;#NV;One option for supplementing vitamin D is to take the entire weekly dose all in one day. ;950
;#NV;If a child is over 12 months, it could take 7,000 IUs vitamin D per week.;951
;#NV;To calculate the weekly dose of vitamin D, the daily amount is taken, which is 1,000 IUs per day, and multiplied by seven days, which comes to 7,000 IUs.;952
;#NV;There are two options to choose from: the child can either be given 1,000 IU vitamin D per day or take 7,000 IU vitamin D one day per week. ;953
59;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Viele Eltern machen täglich den Fehler, dass ihre Kinder nicht genug von dem Nährstoff Vitamin D bekommen.;954
;#NV;Fehlt Vitamin D kann das zu Kreidezähnen führen.;955
;#NV;Kreidezähnen sind weichen, brüchigen Zähnen, die schnell Schaden nehmen.;956
;#NV;Vitamin D stärkt das Immunsystem.;957
;#NV;Vitamin D sorgt für gesunde Zähne.;958
;#NV;Vitamin D fördert die Calciumaufnahme.;959
77;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Most kids don't need multivitamin supplements.;960
;#NV;The only supplement that all children should be on is a vitamin D supplement. ;961
;#NV;Babies who are breastfed need vitamin D supplements from birth. ;962
;#NV;If babies are drinking infant formula, as soon as their intake drops to less than 500 mils, that's when they should start taking a vitamin D supplement all year round. ;963
;#NV;If younger children under the age of five are drinking infant formula, as soon as their intake drops to less than 500 mils, that's when they should start taking a vitamin D supplement all year round. ;964
;#NV;Once a child is over the age of four, it may be chosen to give them a vitamin D supplement only during autumn and winter. ;965
;#NV;If children are older than four and are dark-skinned, vitamin D may be given all year round. ;966
;#NV;If children are older than four and at risk of vitamin D deficiency, vitamin D may be given all year round. ;967
88;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;The term “sunshine vitamin” refers to vitamin D.;968
;#NV;The best way to get vitamin D in the system is by going out into the sunshine, especially in the early mornings and the late afternoons. ;969
;#NV;Some foods contain vitamin D like salmon.;970
;#NV;Some foods contain vitamin D like fortified milk.;971
;#NV;Some foods contain vitamin D like eggs.;972
;#NV;Because it's the summer season right now, lots of people may not be going out into the sun as much as they need to be, hence creating vitamin D deficiency. ;973
;#NV;The signs of vitamin D deficiency in kids affect their immunity.;974
;#NV;The signs of vitamin D deficiency in kids affect their bones.;975
;#NV;The signs of vitamin D deficiency in kids affect their teeth.;976
;#NV;A sign of vitamin D deficiency in kids can include getting sick more often.;977
;#NV;A sign of vitamin D deficiency in kids can include having leg pains.;978
;#NV;A sign of vitamin D deficiency in kids can include having poor teeth.;979
;#NV;A sign of vitamin D deficiency in younger kids can include delayed walking. ;980
;#NV;A sign of vitamin D deficiency in younger kids can include, in severe cases, bowing of the legs.;981
;#NV;Vitamin D deficiency can be diagnosed clinically.;982
;#NV;Vitamin D deficiency can be diagnosed with lab tests.;983
;#NV;Vitamin D deficiency can be treated.;984
;#NV;If someone thinks that their child is having signs of vitamin D deficiency, they should definitely see a paediatrician and have the child checked out.;985
98;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Um sich mit Kind auf die Erkältungszeit/Infektzeit vorzubereiten ist ein guter Vitamin-D-Spiegel empfehlenswert.;986
;#NV;Ein guter Vitamin-D-Spiegel trägt zur Immunabwehr gegen Krankheitserreger bei. ;987
;#NV;Hierzulande bilden die meisten Menschen aufgrund der wenigen Sonnenstunden und der Kälte in Herbst und Winter zu wenig Vitamin-D. (Standort des Kontos: Deutschland);988
;#NV;Die Substitution von Vitamin-D reduzierte die Anzahl der Krankheitstage um 17%.;989
73;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Supplementing vitamin D helps children with the symptoms of autism.;990
;#NV;There are lots of studies on vitamin D supplementation and autism spectrum disorder, often in combination with omega-3.;991
;#NV;Vitamin D supplements have a very high safety profile.;992
;#NV;Vitamin D supplementation has minimal downsides.;993
;#NV;Vitamin D supplementation doesn't work the same for everybody with ASD.;994
;#NV;Many kids with ASD benefit from vitamin D supplementation.;995
23;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;For breastfeeding mothers, it is recommended to take a postnatal vitamin with 6400 IUs of vitamin D.;996
;#NV;If breastfeeding mothers take a postnatal vitamin with 6400 IUs of vitamin D, this is enough for the mother and enough that the vitamin is passed on to the baby through breast milk.;997
94;https://www.instagram.com/reel/DPbyvDoCKjA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D spielt eine zentrale Rolle für die Knochenentwicklung von Kindern. ;998
;#NV;Vitamin D spielt eine zentrale Rolle für das Wachstum von Kindern. ;999
;#NV;Vitamin D unterstützt, dass Calcium und Phosphat richtig in die Knochen eingebaut werden und sorgt damit für stabile Knochen.;1000
;#NV;Vitamin D unterstützt, dass Calcium und Phosphat richtig in die Knochen eingebaut werden und sorgt damit für gesunde Knochen.;1001
;#NV;Vitamin D unterstützt, dass Calcium und Phosphat richtig in die Knochen eingebaut werden und sorgt damit für stabile Zähne.;1002
;#NV;Vitamin D unterstützt, dass Calcium und Phosphat richtig in die Knochen eingebaut werden und sorgt damit für gesunde Zähne.;1003
;#NV;Vitamin D hat eine wichtige Aufgabe im Immunsystem. ;1004
;#NV;Vitamin D hilft, den Abwehrzellen Krankheitserreger zu erkennen.;1005
;#NV;Vitamin D hilft, den Abwehrzellen Entzündungsreaktionen zu regulieren. ;1006
;#NV;Kinder mit einem guten Vitamin D-Status erkranken etwas seltener an schweren Atemwegsinfekten. ;1007
;#NV;Vitamin D wird nur zu einem kleinen Teil über die Nahrung aufgenommen wird, zum Beispiel über fetten Fisch.;1008
;#NV;Vitamin D wird nur zu einem kleinen Teil über die Nahrung aufgenommen wird, zum Beispiel über Eigelb.;1009
;#NV;Da Vitamin D nur zu einem kleinen Teil über die Nahrung aufgenommen wird ist Sonnenlicht die wichtigste Quelle. ;1010
;#NV;Die Haut bildet Vitamin D, wenn sie UVB-Strahlung abbekommt.;1011
;#NV;UVB-Strahlung fehlt in unseren Breiten oft, vor allem im Herbst und Winter, wenn die Sonne tief steht und die Kinder sich viel drinnen aufhalten (Standort des Kontos: Deutschland). ;1012
;#NV;Da in unseren Breiten oft die UVB-Strahlung fehlt kann eine zeitweise oder gezielte Supplementierung mit Vitamin D sinnvoll sein, besonders im Winterhalbjahr.;1013
;#NV;Da in unseren Breiten oft die UVB-Strahlung fehlt kann eine zeitweise oder gezielte Supplementierung mit Vitamin D sinnvoll sein, besonders bei Säuglingen und Kleinkindern.;1014
;#NV;Da in unseren Breiten oft die UVB-Strahlung fehlt kann eine zeitweise oder gezielte Supplementierung mit Vitamin D sinnvoll sein, besonders bei dunkler Hautfarbe.;1015
;#NV;Da in unseren Breiten oft die UVB-Strahlung fehlt kann eine zeitweise oder gezielte Supplementierung mit Vitamin D sinnvoll sein, besonders bei wenig Aufenthalt im Freien.;1016
43;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D is a vital micronutrient.;1017
;#NV;All breastfed babies from birth until one year of age need 10 micrograms of vitamin D every day, despite whether the mother is taking a vitamin D supplement.;1018
;#NV;Formula-fed babies do not require any additional supplements if they are drinking more than 500 mils of formula per day, because the formula is fortified with additional vitamin D and other nutrients.;1019
;#NV;If a baby drinks less than 500 mils of formula per day, they need 10 micrograms of vitamin D.;1020
;#NV;Children aged one to four need 10 micrograms of vitamin D every day.;1021
;#NV;Children can't get enough vitamin D from the sun or from their food, so it's really important that we give them a daily supplement, especially during the winter months.;1022
50;https://www.instagram.com/reel/DDW28MNtSih/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;There's this common myth that there's no vitamin D in breast milk.;1023
